행정구역,2023년10월_계_총인구수,2023년10월_계_연령구간인구수,2023년10월_계_0~9세,2023년10월_계_10~19세,2023년10월_계_20~29세,2023년10월_계_30~39세,2023년10월_계_40~49세,2023년10월_계_50~59세,2023년10월_계_60~69세,2023년10월_계_70~79세,2023년10월_계_80~89세,2023년10월_계_90~99세,2023년10월_계_100세 이상
서울특별시 양천구 목2동(1147052000),29003,29003,1340,2250,4329,5149,4285,4713,4177,1891,759,107,3
서울특별시 양천구 목3동(1147053000),21284,21284,1126,1294,3085,3827,3010,3361,3273,1556,641,107,4
서울특별시 양천구 목4동(1147054000),24504,24504,992,3019,3752,2686,3927,4858,2971,1566,641,91,1
서울특별시 양천구 목5동(1147055000),40679,40679,2906,7248,4012,3452,8508,6800,4682,2151,732,185,3
서울특별시 양천구 신월1동(1147056000),19545,19545,709,1152,2291,2499,2733,3492,3815,2025,732,93,4
서울특별시 양천구 신월2동(1147057000),20834,20834,1271,1761,2448,2747,3279,3229,3419,1923,662,92,3
서울특별시 양천구 신월3동(1147058000),14390,14390,664,930,1715,1897,1938,2557,2639,1397,604,48,1
서울특별시 양천구 신월4동(1147059000),17470,17470,1107,1549,1953,2070,2836,2793,2879,1566,617,93,7
서울특별시 양천구 신월5동(1147060000),14080,14080,704,1145,1842,1926,2125,2338,2313,1151,479,55,2
서울특별시 양천구 신월6동(1147061000),13893,13893,1391,1265,1437,2238,2359,2059,1896,887,323,33,5
서울특별시 양천구 신월7동(1147061100),18662,18662,782,1073,2142,2506,2460,3216,3511,1943,912,116,1
서울특별시 양천구 신정1동(1147062000),19719,19719,1497,2890,2085,1792,3819,3399,2393,1226,517,98,3
서울특별시 양천구 신정2동(1147063000),18864,18864,997,2952,2155,1578,3475,3429,2477,1204,504,89,4
서울특별시 양천구 신정3동(1147064000),49764,49764,3205,5360,6043,5987,7894,8971,6945,3644,1469,235,11
서울특별시 양천구 신정4동(1147065000),31942,31942,1175,2039,5030,4857,4610,5243,4855,2906,1101,124,2
서울특별시 양천구 신정6동(1147067000),23942,23942,1733,3560,2642,2474,4466,4231,2962,1311,461,99,3
서울특별시 양천구 신정7동(1147068000),28346,28346,1608,3273,2992,2917,4663,4976,4362,2291,1079,180,5
서울특별시 강서구 (1150000000),563663,563663,31405,41995,79808,96738,86656,82795,80554,43240,17702,2689,81
서울특별시 강서구 염창동(1150051000),41360,41360,3465,4359,5359,7293,7338,6083,4545,2034,780,102,2
서울특별시 강서구 등촌제1동(1150052000),24923,24923,1260,1140,4756,6635,3460,3043,2494,1227,730,169,9
서울특별시 강서구 등촌제2동(1150053000),19420,19420,1011,1392,2713,3341,2778,3015,2984,1547,550,88,1
서울특별시 강서구 등촌제3동(1150053500),29496,29496,1439,1642,3294,4609,3606,4502,5619,2922,1538,318,7
서울특별시 강서구 화곡제1동(1150054000),51088,51088,2066,2202,9038,10461,7310,7103,7167,4096,1454,185,6
서울특별시 강서구 화곡제2동(1150055000),17141,17141,834,1280,2379,2631,2778,2765,2517,1407,493,56,1
서울특별시 강서구 화곡제3동(1150056000),21148,21148,999,1575,3030,3113,3074,3148,3415,1978,712,101,3
서울특별시 강서구 화곡제4동(1150057000),19817,19817,844,1238,2514,2963,3076,3266,3242,1857,719,98,0
서울특별시 강서구 화곡본동(1150059000),33038,33038,1472,2215,5560,6139,5114,4771,4455,2331,858,115,8
서울특별시 강서구 화곡제6동(1150059100),24843,24843,1027,1459,4250,4564,3463,3696,3741,1855,684,101,3
서울특별시 강서구 화곡제8동(1150059300),23555,23555,941,1424,3578,3814,3602,3553,3588,2165,807,78,5
서울특별시 강서구 가양제1동(1150060300),34016,34016,1373,1696,7887,8946,4455,4080,3602,1321,572,77,7
서울특별시 강서구 가양제2동(1150060400),13499,13499,436,387,1329,2216,1351,1664,3220,1868,883,143,2
서울특별시 강서구 가양제3동(1150060500),14210,14210,633,413,1267,2922,1796,1912,2682,1710,774,99,2
서울특별시 강서구 발산제1동(1150061100),35730,35730,2344,4906,4297,3783,6527,5995,4372,2372,970,160,4
서울특별시 강서구 우장산동(1150061500),43791,43791,3165,5455,5227,5304,8207,7075,5274,2964,983,132,5
서울특별시 강서구 공항동(1150062000),29659,29659,2893,2252,3728,4923,5232,4043,3763,1886,816,121,2
서울특별시 강서구 방화제1동(1150063000),42164,42164,3141,4323,4552,5901,7226,6412,6089,3109,1222,184,5
서울특별시 강서구 방화제2동(1150064000),22713,22713,1008,1266,3072,3774,3029,3410,3826,2162,1006,156,4
서울특별시 강서구 방화제3동(1150064100),22052,22052,1054,1371,1978,3406,3234,3259,3959,2429,1151,206,5
서울특별시 구로구 (1153000000),393459,393459,22738,28356,51238,61375,58721,61709,58835,34301,14431,1707,48
서울특별시 구로구 신도림동(1153051000),35870,35870,3017,3553,4162,5809,6509,5326,4238,2278,869,105,4
서울특별시 구로구 구로제1동(1153052000),20558,20558,1585,1930,2402,3565,3566,2980,2826,1200,430,72,2
서울특별시 구로구 구로제2동(1153053000),22536,22536,630,1186,2846,2725,2782,4259,4159,2595,1231,119,4
서울특별시 구로구 구로제3동(1153054000),23326,23326,973,1315,4399,4664,3717,3158,2643,1653,726,77,1
서울특별시 구로구 구로제4동(1153055000),18774,18774,590,894,2557,2767,2383,3123,3166,2133,1068,93,0
서울특별시 구로구 구로제5동(1153056000),29188,29188,1507,1436,4929,5646,3944,4367,3991,2288,958,121,1
서울특별시 구로구 가리봉동(1153059500),8782,8782,170,228,1646,1420,898,1570,1595,844,361,49,1
서울특별시 구로구 고척제1동(1153072000),26325,26325,1664,1851,3353,5046,3615,4021,3736,2106,811,119,3
서울특별시 구로구 고척제2동(1153073000),25913,25913,1289,2046,3134,3040,3658,4706,4245,2501,1169,120,5
서울특별시 구로구 개봉제1동(1153074000),33219,33219,1989,2193,3976,5031,4618,5466,5414,3096,1277,150,9
서울특별시 구로구 개봉제2동(1153075000),29881,29881,1667,2054,3306,3961,4418,4732,5187,3207,1207,139,3
서울특별시 구로구 개봉제3동(1153076000),19704,19704,899,1301,2202,2477,2918,3396,3570,2036,816,88,1
서울특별시 구로구 오류제1동(1153077000),22753,22753,976,1102,4099,4594,2999,3039,3085,1874,881,100,4
서울특별시 구로구 오류제2동(1153078000),37495,37495,2169,3968,4206,4587,6023,5965,5383,3486,1487,217,4
서울특별시 구로구 수궁동(1153079000),22772,22772,1148,1807,2633,2966,3398,3776,3891,2172,876,102,3
서울특별시 구로구 항동(1153080000),16363,16363,2465,1492,1388,3077,3275,1825,1706,832,264,36,3
서울특별시 금천구 (1154500000),228274,228274,10082,13001,35438,37890,29871,37466,36381,18943,8220,950,32
서울특별시 금천구 가산동(1154551000),24709,24709,598,621,7009,6501,2828,2733,2611,1263,493,50,2
서울특별시 금천구 독산제1동(1154561000),46423,46423,2950,2390,8188,10196,6677,6381,5559,2751,1197,130,4
서울특별시 금천구 독산제2동(1154562000),17884,17884,702,1006,2397,2525,2210,3386,3316,1640,629,69,4
서울특별시 금천구 독산제3동(1154563000),23756,23756,791,1094,3702,3736,2829,4230,4278,2076,894,123,3
서울특별시 금천구 독산제4동(1154564000),14640,14640,500,796,1981,2018,1756,2873,2727,1415,514,58,2
서울특별시 금천구 시흥제1동(1154567000),32212,32212,1420,2022,4398,4822,4421,5494,5280,2878,1291,179,7
서울특별시 금천구 시흥제2동(1154568000),20587,20587,1183,1990,2113,2228,3049,3630,3569,1839,884,98,4
서울특별시 금천구 시흥제3동(1154569000),10266,10266,417,617,1192,1309,1293,1832,1970,1101,490,44,1
서울특별시 금천구 시흥제4동(1154570000),19565,19565,789,1296,2360,2391,2498,3610,3757,1976,802,83,3
서울특별시 금천구 시흥제5동(1154571000),18232,18232,732,1169,2098,2164,2310,3297,3314,2004,1026,116,2
서울특별시 영등포구 (1156000000),375276,375276,22437,23129,57275,70681,54240,55161,49233,27822,13508,1732,58
서울특별시 영등포구 영등포본동(1156051500),20900,20900,1155,1121,2803,3243,2844,3517,3393,1850,872,97,5
서울특별시 영등포구 영등포동(1156053500),30556,30556,1109,817,7979,8614,3577,3339,2963,1426,624,106,2
서울특별시 영등포구 여의동(1156054000),33064,33064,2357,2947,3574,4793,5286,5244,4304,2703,1590,258,8
서울특별시 영등포구 당산제1동(1156055000),21003,21003,993,908,3705,4880,2679,2882,2656,1481,724,92,3
서울특별시 영등포구 당산제2동(1156056000),36742,36742,2407,2320,6816,8153,5236,4654,3885,2121,1021,123,6
서울특별시 영등포구 도림동(1156058500),17583,17583,834,808,2544,3236,2451,2886,2552,1466,721,82,3
서울특별시 영등포구 문래동(1156060500),32146,32146,2872,2996,3545,5539,5995,4462,3472,2126,996,138,5
서울특별시 영등포구 양평제1동(1156061000),18185,18185,1165,998,2966,4554,2962,2150,1709,1085,534,61,1
서울특별시 영등포구 양평제2동(1156062000),22494,22494,1472,1404,3710,5440,3324,3013,2367,1146,538,78,2
서울특별시 영등포구 신길제1동(1156063000),19318,19318,733,872,3595,3601,2471,2878,2671,1545,840,109,3
서울특별시 영등포구 신길제3동(1156065000),16082,16082,1030,1035,1928,2374,2333,2668,2583,1390,667,68,6
서울특별시 영등포구 신길제4동(1156066000),12249,12249,786,816,1398,1800,1842,1989,2037,1032,494,54,1
서울특별시 영등포구 신길제5동(1156067000),10005,10005,664,730,1078,1334,1505,1628,1689,935,387,54,1
서울특별시 영등포구 신길제6동(1156068000),17820,17820,948,1099,2779,2998,2365,2769,2612,1485,674,90,1
서울특별시 영등포구 신길제7동(1156069000),19838,19838,1905,1795,2429,3298,3394,2941,2317,1153,534,71,1
서울특별시 영등포구 대림제1동(1156070000),13815,13815,693,754,1821,1819,1849,2346,2282,1453,711,86,1
서울특별시 영등포구 대림제2동(1156071000),11854,11854,357,492,1838,1870,1421,1942,1872,1371,632,55,4
서울특별시 영등포구 대림제3동(1156072000),21622,21622,957,1217,2767,3135,2706,3853,3869,2054,949,110,5
서울특별시 동작구 (1159000000),379640,379640,20338,26242,64038,59928,54955,57056,50680,30318,14167,1857,61
서울특별시 동작구 노량진제1동(1159051000),32033,32033,1533,1855,5789,5709,4079,4568,4437,2527,1342,188,6
서울특별시 동작구 노량진제2동(1159052000),10295,10295,197,384,2018,1846,1179,1487,1668,995,449,71,1
서울특별시 동작구 상도제1동(1159053000),44433,44433,2150,3173,10323,5890,5823,6458,5540,3287,1563,213,13
서울특별시 동작구 상도제2동(1159054000),27533,27533,2172,2026,4000,4417,4515,4083,3343,1908,931,134,4
서울특별시 동작구 상도제3동(1159055000),23962,23962,887,1424,4109,3877,3220,3759,3457,2105,1025,96,3
서울특별시 동작구 상도제4동(1159056000),27834,27834,1218,1754,4236,4588,3921,4357,4059,2434,1137,128,2
서울특별시 동작구 흑석동(1159060500),30000,30000,2283,2281,4534,4065,4692,4909,3792,2096,1153,194,1
서울특별시 동작구 사당제1동(1159062000),22524,22524,609,804,5095,4782,2853,2801,2966,1854,684,72,4
서울특별시 동작구 사당제2동(1159063000),28195,28195,1731,1780,3469,4422,4188,4487,4143,2650,1171,146,8
서울특별시 동작구 사당제3동(1159064000),23726,23726,1747,1586,3001,3604,3682,3456,3463,2227,870,87,3
서울특별시 동작구 사당제4동(1159065000),13855,13855,563,673,2339,2384,1938,1979,2073,1276,554,73,3
서울특별시 동작구 사당제5동(1159065100),14147,14147,856,909,2006,2508,2176,2117,1911,1120,474,66,4
서울특별시 동작구 대방동(1159066000),35695,35695,1641,3582,6119,4930,5642,5658,4194,2521,1211,193,4
서울특별시 동작구 신대방제1동(1159067000),23318,23318,1293,2233,3376,3081,3655,3815,3164,1763,825,111,2
서울특별시 동작구 신대방제2동(1159068000),22090,22090,1458,1778,3624,3825,3392,3122,2470,1555,778,85,3
서울특별시 관악구 (1162000000),483959,483959,16733,25432,108539,88569,62144,65644,60560,37655,16836,1792,55
서울특별시 관악구 보라매동(1162052500),23904,23904,946,1314,4509,4110,3090,3336,3397,2125,955,119,3
서울특별시 관악구 청림동(1162054500),14762,14762,1045,1103,1633,2362,2315,2278,2031,1248,658,86,3
서울특별시 관악구 성현동(1162056500),28325,28325,1573,2619,3659,3399,4483,4766,3978,2546,1177,120,5
서울특별시 관악구 행운동(1162057500),28962,28962,862,1241,7716,5992,3469,3393,3208,2128,867,83,3
서울특별시 관악구 낙성대동(1162058500),17418,17418,509,834,5883,3847,1861,1670,1380,925,464,43,2
서울특별시 관악구 청룡동(1162059500),35935,35935,1049,1508,11658,7456,3834,3817,3358,2222,934,97,2
서울특별시 관악구 은천동(1162060500),32462,32462,1603,2533,5127,5066,4780,4724,4420,2852,1218,137,2
서울특별시 관악구 중앙동(1162061500),15291,15291,343,534,4475,3235,1669,1684,1633,1130,538,49,1
서울특별시 관악구 인헌동(1162062500),25564,25564,855,1334,5882,4983,3183,3497,2990,1886,882,69,3
서울특별시 관악구 남현동(1162063000),17772,17772,745,713,3799,3693,2117,2420,2268,1392,554,70,1
서울특별시 관악구 서원동(1162064500),22991,22991,505,762,6511,5010,2655,2690,2533,1565,701,59,0
서울특별시 관악구 신원동(1162065500),17698,17698,380,722,4285,3344,2091,2349,2210,1507,742,63,5
서울특별시 관악구 서림동(1162066500),23432,23432,605,960,5650,4790,3109,3010,2818,1660,739,87,4
서울특별시 관악구 신사동(1162068500),22392,22392,553,921,5968,4219,2576,2981,2684,1664,742,82,2
서울특별시 관악구 신림동(1162069500),22974,22974,254,445,9003,6236,2442,1807,1446,898,407,35,1
서울특별시 관악구 난향동(1162071500),14768,14768,866,1366,1632,1561,2541,2681,2175,1335,550,61,0
서울특별시 관악구 조원동(1162072500),19608,19608,694,823,4397,4404,2395,2440,2420,1359,600,73,3
서울특별시 관악구 대학동(1162073500),24477,24477,523,940,6494,5087,3460,3283,2541,1398,680,69,2
서울특별시 관악구 삼성동(1162074500),20065,20065,620,1130,2209,2215,2527,3618,3973,2425,1193,151,4
서울특별시 관악구 미성동(1162076500),29688,29688,1334,2040,4408,4124,4144,4811,4811,2776,1120,115,5
서울특별시 관악구 난곡동(1162077500),25471,25471,869,1590,3641,3436,3403,4389,4286,2614,1115,124,4
서울특별시 서초구 (1165000000),407788,407788,27923,44837,50000,57080,72440,64787,48230,28884,11781,1761,65
서울특별시 서초구 서초1동(1165051000),20312,20312,1146,1896,2705,3296,3609,3143,2415,1465,549,87,1
서울특별시 서초구 서초2동(1165052000),25504,25504,2094,2362,3515,4902,4679,3327,2443,1543,556,78,5
서울특별시 서초구 서초3동(1165053000),31982,31982,1525,2709,5243,5394,4788,5129,3761,2292,989,143,9
서울특별시 서초구 서초4동(1165053100),30319,30319,2498,4135,3423,3091,5868,5217,3081,2017,871,117,1
서울특별시 서초구 잠원동(1165054000),26805,26805,1740,3396,3291,3339,4925,4849,3012,1501,643,102,7
서울특별시 서초구 반포본동(1165055000),229,229,14,29,28,17,48,46,23,18,6,0,0
서울특별시 서초구 반포1동(1165056000),33878,33878,2930,4071,3952,5086,7068,4809,3210,1916,724,107,5
서울특별시 서초구 반포2동(1165057000),21150,21150,1923,3536,1940,1912,4271,3446,2109,1391,547,73,2
서울특별시 서초구 반포3동(1165058000),23820,23820,1855,3339,2579,2520,4533,4258,2420,1528,682,103,3
서울특별시 서초구 반포4동(1165058100),18515,18515,1437,2115,2064,2350,3277,3058,2270,1338,510,94,2
서울특별시 서초구 방배본동(1165059000),20432,20432,1217,2753,2431,2233,3670,3530,2372,1412,710,100,4
서울특별시 서초구 방배1동(1165060000),16524,16524,939,1309,2172,2689,2751,2464,2102,1422,595,80,1
서울특별시 서초구 방배2동(1165061000),18079,18079,960,1487,2312,2695,2752,2814,2675,1637,647,92,8
서울특별시 서초구 방배3동(1165062000),16739,16739,1107,1676,1906,1988,2628,2780,2508,1471,585,86,4
서울특별시 서초구 방배4동(1165062100),22836,22836,1290,2616,2867,3114,4057,3762,2570,1634,814,110,2
서울특별시 서초구 양재1동(1165065100),42076,42076,2774,4431,4721,6011,7087,6368,5886,3334,1233,224,7
서울특별시 서초구 양재2동(1165065200),21335,21335,1013,1444,3181,4130,3454,3359,2756,1424,510,62,2
서울특별시 서초구 내곡동(1165066000),17253,17253,1461,1533,1670,2313,2975,2428,2617,1541,610,103,2
서울특별시 강남구 (1168000000),541565,541565,32861,61557,67784,78308,98457,84747,62485,38256,14712,2306,92
서울특별시 강남구 신사동(1168051000),15429,15429,831,1529,1908,2045,2490,2547,1810,1426,734,107,2
서울특별시 강남구 논현1동(1168052100),21144,21144,553,814,3933,5276,3641,2756,2150,1364,563,90,4
서울특별시 강남구 논현2동(1168053100),20430,20430,875,1213,3186,4100,3623,3018,2219,1489,614,91,2
서울특별시 강남구 압구정동(1168054500),25604,25604,1800,2703,2770,2766,4293,4257,3163,2506,1153,181,12
서울특별시 강남구 청담동(1168056500),24750,24750,1674,2236,3183,3722,4439,3976,2979,1740,693,103,5
서울특별시 강남구 삼성1동(1168058000),12299,12299,670,1140,1586,1739,1950,2065,1679,1007,407,56,0
서울특별시 강남구 삼성2동(1168059000),30669,30669,2020,3545,3849,4655,6208,4984,2627,1894,788,94,5
서울특별시 강남구 대치1동(1168060000),24010,24010,1516,5371,2301,1336,5404,4144,2122,1305,438,71,2
서울특별시 강남구 대치2동(1168061000),38326,38326,2213,6708,4124,3350,7318,6681,4508,2583,718,119,4
서울특별시 강남구 대치4동(1168063000),18906,18906,579,2342,3042,3101,3462,3356,1600,985,396,42,1
서울특별시 강남구 역삼1동(1168064000),34312,34312,822,1387,6822,9610,6051,4184,2998,1640,719,76,3
서울특별시 강남구 역삼2동(1168065000),36573,36573,2234,5827,4408,4527,8456,5870,2588,1851,732,77,3
서울특별시 강남구 도곡1동(1168065500),20626,20626,1433,2412,2489,2781,3673,3318,2571,1361,511,76,1
서울특별시 강남구 도곡2동(1168065600),32688,32688,2397,4815,3524,3028,6135,5568,3691,2425,940,160,5
서울특별시 강남구 개포1동(1168066000),6889,6889,426,736,672,657,1090,1052,1160,768,281,45,2
서울특별시 강남구 개포2동(1168067000),41266,41266,3612,5106,4679,5955,7438,6643,4709,2401,612,108,3
